"padj" "direction"
"Gm44775" 0.0133983729097781 "Upregulated"
"Gm56802" 0.0134661865789014 "Upregulated"
"Saxo5" 0.0134746001277022 "Upregulated"
"Gm9465" 0.0134764388497176 "Upregulated"
"Gm49668" 0.0135205634047813 "Upregulated"
"D630044L22Rik" 0.0136096648879411 "Upregulated"
"1110058D11Rik" 0.0136332065260431 "Upregulated"
"Rictor" 0.0136359339330303 "Upregulated"
"Map10" 0.0136520240401826 "Upregulated"
"Jpt2" 0.0136520240401826 "Downregulated"
"Gm17178" 0.0137004865388405 "Upregulated"
"Gm38329" 0.0137240433925045 "Upregulated"
"Uqcc2" 0.0137240433925045 "Downregulated"
"H4c9" 0.0137505422738538 "Upregulated"
"Mex3b" 0.0137524204994318 "Upregulated"
"Gm44250" 0.0137871763634995 "Downregulated"
"Gm35041" 0.0138247574918508 "Upregulated"
"NA.20" NA NA
"Cavin3" 0.0139096287920404 "Upregulated"
"Zfyve28" 0.013910203175766 "Upregulated"
"A730091E23Rik" 0.013910203175766 "Downregulated"
"Cox6a1" 0.0139335443420621 "Upregulated"
"Top1mt" 0.0139335443420621 "Downregulated"
"Irag1" 0.0139380153013506 "Upregulated"
"9230111E07Rik" 0.0139460089937825 "Upregulated"
"Gm16740" 0.0139555792842304 "Upregulated"
"4933406J09Rik" 0.0139555792842304 "Downregulated"
"Fam240a" 0.0139677083503462 "Upregulated"
"Gm57232" 0.0139977989785616 "Upregulated"
"Aoc3" 0.0140298485907813 "Upregulated"
"Adissp" 0.0140461542416129 "Upregulated"
"Gm43181" 0.014054729281901 "Downregulated"
"Gm12999" 0.0141073977198056 "Upregulated"
"Sapcd1" 0.0142410954308236 "Upregulated"
"Gm23318" 0.0142516466502214 "Downregulated"
"Majin" 0.0142699089194377 "Downregulated"
"Gm68505" 0.0143115141999473 "Upregulated"
"Sec61g-ps2" 0.0143273982334594 "Upregulated"
"Gm9967" 0.0143283436315382 "Upregulated"
"Gigyf1" 0.0143418237294597 "Upregulated"
"Gm14165" 0.0143448084753819 "Upregulated"
"Zfp831" 0.0144072413623525 "Upregulated"
"Lrrc63" 0.0145794270680502 "Upregulated"
"Ptk2" 0.0146168680085998 "Upregulated"
"Abca13" 0.0146470006087736 "Downregulated"
"Ighv5-17" 0.0146470006087736 "Upregulated"
"Pcp4l1" 0.0147522878553539 "Upregulated"
"Gm7334" 0.0148070749209821 "Upregulated"
"Hectd2" 0.0148413145597642 "Upregulated"
"Robo3" 0.0148917602068568 "Upregulated"
"9630028I04Rik" 0.014921110680076 "Upregulated"
"9130213A22Rik" 0.0149251759678558 "Upregulated"
"Gm13341" 0.0151318539479467 "Upregulated"
"Rnf152" 0.0151882267332782 "Upregulated"
"Gm31751" 0.0152230200564368 "Upregulated"
"Hes1" 0.0152901242100474 "Upregulated"
"Pafah1b3" 0.015294700417835 "Downregulated"
"Tbc1d4" 0.0155460340789414 "Upregulated"
"Zfp667" 0.0155864890049798 "Upregulated"
"Btbd2" 0.0155973512381472 "Downregulated"
"Gm8613" 0.0156073069473896 "Downregulated"
"Mmachc" 0.0156545845865322 "Downregulated"
"Gm73369" 0.0156545845865322 "Upregulated"
"Pear1" 0.0156794105664663 "Upregulated"
"Ahsg" 0.0157376042464995 "Upregulated"
"Gm5577" 0.0157954206298729 "Upregulated"
"Gm63993" 0.0157954206298729 "Upregulated"
"Gm1604a" 0.0157954206298729 "Upregulated"
"Gm59103" 0.0158689065286948 "Upregulated"
"Mrnip" 0.0159401703468962 "Upregulated"
"Tpmt" 0.0160658447312371 "Downregulated"
"Gm47826" 0.0160791591026712 "Upregulated"
"Npc1l1" 0.0161686657527734 "Upregulated"
"Abcd4" 0.0162451839968462 "Downregulated"
"2210412B16Rik" 0.0162867797335205 "Downregulated"
"Zfp593" 0.0163062966647657 "Downregulated"
"Sned1" 0.016312221554718 "Upregulated"
"Gm10221" 0.016312221554718 "Upregulated"
"Pard6a" 0.016312221554718 "Downregulated"
"Dntt" 0.0163533083039432 "Upregulated"
"Gm48734" 0.0163961769476572 "Downregulated"
"Gm49364" 0.0164560738334095 "Upregulated"
"A530013C23Rik" 0.016467535019378 "Upregulated"
"Cfap57" 0.0165050686344991 "Upregulated"
"8430419K02Rik" 0.0165659333387482 "Upregulated"
"Penk" 0.0166080566440375 "Upregulated"
"Hmga1b" 0.0168056804555221 "Downregulated"
"A930004J17Rik" 0.0168284871267317 "Upregulated"
"Gm16638" 0.0168470929544042 "Upregulated"
"Gm6210" 0.01684721692052 "Downregulated"
"Rn7s2" 0.0169020707036329 "Upregulated"
"Slc16a9" 0.0169494832329586 "Downregulated"
"Gm56957" 0.0169894681474041 "Upregulated"
"Plcd3" 0.0169894681474041 "Upregulated"
"Mapk15" 0.0169894681474041 "Upregulated"
"Gm63662" 0.0170526679283324 "Upregulated"
"Tox2" 0.0170757603286988 "Upregulated"
"Gm15845" 0.0170884197764594 "Upregulated"
"1700006J14Rik" 0.0170895646892392 "Upregulated"
"Gm4459" 0.0171440968963293 "Downregulated"
"Auts2" 0.0174153849285859 "Upregulated"
"Gm36509" 0.0174825363308224 "Upregulated"
"Gm66923" 0.0175423520117051 "Upregulated"
"Gm31223" 0.0175516314492624 "Upregulated"
"Gm10570" 0.0175865489785174 "Upregulated"
"Ager" 0.0178858089998724 "Upregulated"
"Myl9" 0.0178908864516832 "Upregulated"
"Tuba4a" 0.0178917977885693 "Upregulated"
"Ssmem1" 0.0179095210782891 "Upregulated"
"Gm20559" 0.0179324020738318 "Downregulated"
"Gm67872" 0.0180145141644201 "Downregulated"
"Hoxb3" 0.0180173974641275 "Downregulated"
"Smim33" 0.0180704939805684 "Downregulated"
"Ccdc149" 0.0181875175881953 "Upregulated"
"Gm48249" 0.0181961100565746 "Upregulated"
"Slc25a28" 0.0181961100565746 "Upregulated"
"Cd8b1" 0.0182697031604131 "Upregulated"
"Alkbh2" 0.0183024528174796 "Downregulated"
"Stxbp3-ps" 0.018386259457245 "Downregulated"
"Gm73647" 0.0183932700139572 "Upregulated"
"Adra2a" 0.0184146544233654 "Upregulated"
"Gm17484" 0.0184578200274862 "Downregulated"
"Ubp1" 0.0185034130413099 "Upregulated"
"Gm13624" 0.0185122701230441 "Downregulated"
"Msmp" 0.0185446129033496 "Upregulated"
"Dnali1" 0.0186094309990021 "Upregulated"
"Cdc42ep5" 0.0187761937822724 "Upregulated"
"Gm72790" 0.0187761937822724 "Upregulated"
"4930578G10Rik" 0.0188055940274215 "Upregulated"
"Gm70583" 0.0188667074531082 "Upregulated"
"2010109A12Rik" 0.0188800402211917 "Upregulated"
"Stac" 0.0188800402211917 "Upregulated"
"Gm14137" 0.0188855695603501 "Upregulated"
"Gm74833" 0.0188855695603501 "Upregulated"
"Gm8730" 0.0188855695603501 "Upregulated"
"Foxn3" 0.0189106690850425 "Upregulated"
"Thbs3" 0.0189835387801767 "Upregulated"
"Mfsd2b" 0.0190399028134903 "Upregulated"
"Usp18" 0.0191123947054386 "Downregulated"
"Ulk1" 0.0191180269309369 "Upregulated"
"Btbd8" 0.0191264554395881 "Upregulated"
"Cuedc1" 0.0192022512986366 "Upregulated"
"Gm71532" 0.0192997015803523 "Upregulated"
"Map9" 0.0193181323343222 "Downregulated"
"Tmem129" 0.0194183289458806 "Downregulated"
"Proz" 0.0194183289458806 "Upregulated"
"Ighv1-81" 0.0194183289458806 "Upregulated"
"Cfap410" 0.0195198953786772 "Downregulated"
"Stum" 0.019534446332763 "Upregulated"
"Kctd14" 0.0195388773377878 "Upregulated"
"Jhy" 0.0195536427739361 "Upregulated"
"Gm52538" 0.0196103877457447 "Upregulated"
"H4c17" 0.0196204429359147 "Upregulated"
"3110045C21Rik" 0.0197185737064632 "Upregulated"
"Trp53" 0.019747438969212 "Downregulated"
"Col20a1" 0.0197500463484122 "Upregulated"
"mt-Nd4" 0.0198172026709913 "Upregulated"
"Gm67222" 0.0198630983392678 "Downregulated"
"Mmp13" 0.0198825095632848 "Upregulated"
"Gm66033" 0.0198984947848152 "Upregulated"
"Gm55936" 0.0201313622993083 "Upregulated"
"Spehd" 0.0201465131245235 "Upregulated"
"Gm10762" 0.0201693659942256 "Upregulated"
"Gm66232" 0.0202213526175433 "Upregulated"
"Gm13814" 0.0202413340473459 "Downregulated"
"Septin4" 0.0202869721049741 "Downregulated"
"Mrps27" 0.0202950760697615 "Downregulated"
"Gm38956" 0.0203214499825103 "Upregulated"
"0610009L18Rik" 0.0203635655612664 "Upregulated"
"Serf1" 0.0204059893735532 "Downregulated"
"Alkbh3os1" 0.0204309660443104 "Upregulated"
"Gm33440" 0.0204408570536928 "Upregulated"
"Gm49226" 0.0204433292677415 "Downregulated"
"Impa1" 0.0204493879484325 "Downregulated"
"Kcnc1" 0.0204493879484325 "Upregulated"
"Gm36913" 0.0204737934805966 "Upregulated"
"Zfp963" 0.0206954671286613 "Upregulated"
"Fbxo32" 0.0208008666836441 "Upregulated"
"Gm32031" 0.0208386640839266 "Upregulated"
"Gm37145" 0.02085148854159 "Upregulated"
"4930528A17Rik" 0.0209516362096764 "Upregulated"
"Gm14285" 0.0209576624992977 "Upregulated"
"Gm8113" 0.0209576624992977 "Upregulated"
"Gm43028" 0.021078140204897 "Upregulated"
"Gm59305" 0.0210939989390013 "Downregulated"
"Pcdh7" 0.0212321827362017 "Upregulated"
"Cfap53" 0.0214389424117146 "Upregulated"
"Kcnb1" 0.0215685603260682 "Upregulated"
"Hk1os" 0.0215757095589239 "Upregulated"
"Gm61986" 0.0215780265091543 "Upregulated"
"Acaa1a" 0.0216722673222508 "Downregulated"
"Gm62875" 0.0216722673222508 "Upregulated"
"B3gnt7" 0.0216884428971827 "Upregulated"
"Gm56546" 0.0218962822234114 "Upregulated"
"Gss" 0.0219133973693484 "Upregulated"
"Gm57383" 0.0219356726736212 "Upregulated"
"Mrpl32" 0.0220078953831966 "Upregulated"
"Scel" 0.0222050515217202 "Upregulated"
"Gm30605" 0.022236149477909 "Upregulated"
"Asb11" 0.0223168556308236 "Downregulated"
"Spmip7" 0.0223187440763334 "Upregulated"
"Gm42829" 0.0225203962642267 "Upregulated"
"Gm45220" 0.0225837994422181 "Upregulated"
"9030404E10Rik" 0.0226037860400703 "Upregulated"
"Syt9" 0.0226038073906199 "Upregulated"
"Fgf2" 0.0227015419899882 "Downregulated"
"Gm26637" 0.0227306424874784 "Downregulated"
"Gm2814" 0.0227371805551073 "Downregulated"
"Pir" 0.0227562553333904 "Upregulated"
"Gm74922" 0.0227747830470532 "Upregulated"
"Dynlt1a" 0.0227747830470532 "Downregulated"
"9830166K06Rik" 0.0228162560588055 "Upregulated"
"Gm16238" 0.0228191418615737 "Downregulated"
"Gm68909" 0.0228372166665144 "Upregulated"
"Lef1os1" 0.0229636754683684 "Upregulated"
"Lrrc71" 0.0229660498188111 "Upregulated"
"4930539J05Rik" 0.0229660498188111 "Upregulated"
"Gm63214" 0.0229660498188111 "Upregulated"
"Nuf2" 0.0229788232179677 "Downregulated"
"Trim6" 0.0231658987046773 "Upregulated"
"Matcap1" 0.0232089983989549 "Downregulated"
"Gm56703" 0.0232089983989549 "Upregulated"
"Gm13919" 0.0232225938970776 "Upregulated"
"Haspin" 0.0232497434927296 "Downregulated"
"Gm43196" 0.0232569167980394 "Downregulated"
"5730480H06Rik" 0.023336184161691 "Upregulated"
"Zfp623" 0.0233363481578423 "Downregulated"
"Gm7730" 0.0233364300758708 "Downregulated"
"Ptk6" 0.0233512376287753 "Upregulated"
"Gm59778" 0.0234055435242295 "Upregulated"
"Npr3" 0.0234550975523129 "Upregulated"
"Wdtc1" 0.023478556194058 "Upregulated"
"Gp5" 0.023478556194058 "Upregulated"
"Spo11" 0.0234942948852445 "Upregulated"
"Sh3gl3" 0.0235817598636296 "Upregulated"
"Mir181a-1hg" 0.0236290176514822 "Upregulated"
"1700029K24Rik" 0.023633431156528 "Upregulated"
"Gm72895" 0.0237462338511374 "Upregulated"
"Gli1" 0.0237574161757604 "Upregulated"
"Nipal3" 0.0237599895440371 "Upregulated"
"Gm40617" 0.0237633852796874 "Upregulated"
"Ptger3" 0.0237641654960595 "Upregulated"
"Epdr1" 0.0237827253725526 "Upregulated"
"1700058P15Rik" 0.0239449073674712 "Upregulated"
"Gpr179" 0.0239449073674712 "Upregulated"
"4930447J18Rik" 0.0239467814890726 "Upregulated"
"Fbxo17" 0.0239761851070605 "Upregulated"
"4933429H19Rik" 0.0239948216378446 "Upregulated"
"Gm51626" 0.0240152288285167 "Upregulated"
"Mov10" 0.0240152288285167 "Downregulated"
"Gm12020" 0.0240152288285167 "Downregulated"
"Gm47655" 0.0240152288285167 "Upregulated"
"Gm63253" 0.0240152288285167 "Upregulated"
"Rnf227" 0.0240467432443388 "Downregulated"
"Gm5864" 0.0240604169931231 "Upregulated"
"Magi3" 0.0240623396762171 "Upregulated"
"Aldh18a1" 0.0242055776406775 "Downregulated"
"Gm72471" 0.024207220087765 "Upregulated"
"Yaf2" 0.0242489800849181 "Upregulated"
"Tgfbr3l" 0.0242657358338044 "Upregulated"
"Urb1" 0.0242856691081623 "Downregulated"
"Ranbp17" 0.0243144996481053 "Upregulated"
"Csad" 0.0243144996481053 "Upregulated"
"Htra2" 0.0244195519393867 "Downregulated"
"Rgcc" 0.0245799567646442 "Upregulated"
"4921514A10Rik" 0.0245886548662412 "Upregulated"
"Nutf2-ps1" 0.0246312383624249 "Downregulated"
"1700085B13Rik" 0.0246814381556274 "Upregulated"
"E530011L22Rik" 0.0247011685456929 "Upregulated"
"Gal" 0.0247011685456929 "Upregulated"
"Gm9396" 0.02476704995546 "Upregulated"
"Mb21d2" 0.0247765926766575 "Downregulated"
"Lrif1" 0.0248109943087192 "Upregulated"
"Gstp3" 0.024824589007115 "Upregulated"
"Aqp5" 0.024839534197639 "Upregulated"
"Gm15337" 0.0248409691720752 "Upregulated"
"Ggct" 0.0248918589736789 "Downregulated"
"Gm72234" 0.024913087001961 "Upregulated"
"Pou4f1" 0.0249359314292937 "Downregulated"
"Garem1" 0.0249359314292937 "Upregulated"
"Saa1" 0.0249484951175069 "Upregulated"
"Gm30934" 0.0249660014596149 "Upregulated"
"Tmod2" 0.0250082197852032 "Upregulated"
"Gm32117" 0.0250123953598995 "Downregulated"
"Iba57" 0.0250123953598995 "Downregulated"
"Uba52-ps" 0.0250296253574922 "Upregulated"
"Adcy1" 0.0252314687849719 "Upregulated"
"She" 0.0252792563383143 "Upregulated"
"2210406H18Rik" 0.0252838177224546 "Downregulated"
"Mrpl51" 0.025459356079913 "Downregulated"
"Trdc" 0.0254661281615939 "Downregulated"
"Gm50341" 0.0255050810130905 "Upregulated"
"Gpat3" 0.0255698210104058 "Upregulated"
"1700071M16Rik" 0.0256020009074856 "Downregulated"
"Clec3b" 0.0256371393864625 "Upregulated"
"Phldb3" 0.0257377456020066 "Downregulated"
"Zfp850" 0.0258043175388054 "Upregulated"
"Srgap1" 0.0258043175388054 "Upregulated"
"C7" 0.0258043175388054 "Upregulated"
"Gm10791" 0.0258043175388054 "Upregulated"
"Sh2d4b" 0.0258500669036159 "Upregulated"
"Pmm1" 0.025906730503866 "Downregulated"
"Mrpl58" 0.0260011874831973 "Downregulated"
"Tceal3" 0.0260358089603919 "Upregulated"
"Mycl" 0.0260473801354266 "Downregulated"
"Gm9387" 0.0260550728018043 "Downregulated"
"Gm14277" 0.026188954217096 "Downregulated"
"Uchl1" 0.0262665763286385 "Upregulated"
"Gucy1a1" 0.0263054273085396 "Upregulated"
"Sirt4" 0.0263616538524288 "Downregulated"
"Adgrl4" 0.0263642256840784 "Upregulated"
"Gm64375" 0.0263865407596337 "Upregulated"
"Gm34121" 0.0263896526208892 "Downregulated"
"Gm46878" 0.0263974333755552 "Upregulated"
"Pex11a" 0.0264143242655772 "Downregulated"
"Gm37035" 0.0264809522512183 "Upregulated"
"Gm68534" 0.0264892868029004 "Upregulated"
"Rbm11" 0.0265419622004012 "Upregulated"
"Ap3s1-ps1" 0.0265828024587531 "Upregulated"
"A530040E14Rik" 0.026593188938473 "Downregulated"
"Igf2os" 0.0266124899707941 "Upregulated"
"Pkdcc" 0.0266609433199053 "Downregulated"
"Tmem38a" 0.0267431497323241 "Upregulated"
"Anks1b" 0.0268040346779802 "Upregulated"
"Eid2b" 0.0268255735120226 "Upregulated"
"Mir23a" 0.0268769107920728 "Upregulated"
"Map2k6" 0.0269059890076762 "Upregulated"
"Cep83os" 0.0269819351947572 "Upregulated"
"Gm71748" 0.0269848638473082 "Upregulated"
"Gm68912" 0.0271244373806935 "Upregulated"
"Foxf2" 0.0271244373806935 "Upregulated"
"Gm12013" 0.0272427814683752 "Upregulated"
"Gm72173" 0.027295404384057 "Upregulated"
"Gm59537" 0.0272956891562615 "Upregulated"
"Gm32474" 0.0272975418063239 "Upregulated"
"Gm46952" 0.0274112754736811 "Upregulated"
"Miga2" 0.027500270512209 "Downregulated"
"Hoxb4" 0.0275224054153556 "Downregulated"
"Gp9" 0.0275361522791552 "Upregulated"
"Gm44729" 0.0275361522791552 "Upregulated"
"Gm13206" 0.0275615591228414 "Upregulated"
"Drc3" 0.0275829186376962 "Upregulated"
"Gm73622" 0.027618003145387 "Downregulated"
"Sh3bp4" 0.0276424857109109 "Downregulated"
"Gm69940" 0.0276424857109109 "Upregulated"
"Gm71778" 0.0278480762567275 "Upregulated"
"Gng4" 0.0279119007662541 "Upregulated"
"Zdhhc4" 0.027957779957331 "Upregulated"
"Gm32133" 0.0280308382060091 "Upregulated"
"Gm74003" 0.0280330120154428 "Upregulated"
"Tpi-rs11" 0.0280374866035083 "Downregulated"
"Kif21a" 0.0280429823274014 "Upregulated"
"Gm68186" 0.0280909123422051 "Upregulated"
"Igkv8-27" 0.0281061987073511 "Upregulated"
"Gm11401" 0.0281306731627973 "Upregulated"
"Gm13092" 0.0281685191088208 "Downregulated"
"Fn3k" 0.0281824806533532 "Upregulated"
"2010309G21Rik" 0.0281877570970642 "Upregulated"
"5033406O09Rik" 0.0283583049435565 "Upregulated"
"Gm28439" 0.0283690835595352 "Upregulated"
"Sp110-ps2" 0.0283690835595352 "Downregulated"
"Tspan9" 0.0284710638289693 "Upregulated"
"5830417I10Rik" 0.0286402078280781 "Downregulated"
"Sox5os2" 0.0286402078280781 "Upregulated"
"Trem4" 0.0286402078280781 "Upregulated"
"Gm23690" 0.0286529898639756 "Upregulated"
"Utp14b" 0.0286574191318844 "Upregulated"
"Heatr6" 0.0286638320627436 "Downregulated"
"A730036I17Rik" 0.0286971746790815 "Upregulated"
"Gm37249" 0.0287335791272933 "Downregulated"
"NA.21" NA NA
"Zbtb49" 0.0287842121370955 "Upregulated"
"Gm31494" 0.0287842121370955 "Upregulated"
"Syn1" 0.0287995601253474 "Upregulated"
"Gm33938" 0.0288196058435425 "Upregulated"
"Gm56968" 0.0288622616386087 "Downregulated"
"Gm61744" 0.0289044873010999 "Downregulated"
"Gm30474" 0.0289410173839913 "Downregulated"
"Gm65204" 0.0289735208841679 "Upregulated"
"Col12a1" 0.0289876551981243 "Upregulated"
"Tmem121b" 0.0290486394444163 "Upregulated"
"Ear1" 0.0290821923768894 "Upregulated"
"Gm32293" 0.0291043824083156 "Upregulated"
"Gm31834" 0.0291184272746777 "Downregulated"
"Gm56669" 0.0291881343822678 "Upregulated"
"Gm37568" 0.029256432316017 "Upregulated"
"Gpc4" 0.0293352784619922 "Upregulated"
"Gm72675" 0.029342761514636 "Upregulated"
"Erdr1y" 0.029342761514636 "Upregulated"
"H2aj" 0.029388512561015 "Upregulated"
"Gm5530" 0.0293946255708212 "Upregulated"
"Gm75322" 0.0294360123079037 "Upregulated"
"Gm18342" 0.0295318250936353 "Downregulated"
"Mzt2" 0.0295850566916188 "Upregulated"
"Gm58758" 0.0295968642258502 "Upregulated"
"4930568E02Rik" 0.02964941450885 "Downregulated"
"Gm69148" 0.0296613953083417 "Downregulated"
"Fcrl5" 0.0296976907296741 "Upregulated"
"Gm15789" 0.0297279439883353 "Upregulated"
"Gm36518" 0.0297405728442624 "Downregulated"
"Ttll12" 0.0297560892722573 "Downregulated"
"Gm56682" 0.0298160174039977 "Upregulated"
"Gm30541" 0.0298160174039977 "Upregulated"
"Adam33" 0.029882443517681 "Upregulated"
"Gimap8" 0.0300400438707287 "Downregulated"
"Gm69727" 0.0300513836386031 "Upregulated"
"Polr3g" 0.0300513836386031 "Upregulated"
"Gm65416" 0.0300761050893782 "Upregulated"
"Serpina3k" 0.0301124877415532 "Upregulated"
"Igkv12-41" 0.0301321806954687 "Upregulated"
"Gm36220" 0.0301572915391532 "Upregulated"
"Disp2" 0.0302100619880418 "Upregulated"
"4930423D22Rik" 0.0302242057732546 "Upregulated"
"Esr1" 0.0302349798721623 "Downregulated"
"Insl6" 0.0303402245354953 "Downregulated"
"Gm37864" 0.0303417708850356 "Upregulated"
"Spata31f3" 0.0305233315082105 "Upregulated"
"NA.22" NA NA
"1700060J05Rik" 0.0309977424397893 "Upregulated"
"Gm42074" 0.0309977424397893 "Downregulated"
"Gm48375" 0.0310033725190912 "Upregulated"
"Zfp251" 0.0312275337758791 "Downregulated"
"Mamld1" 0.031258270153043 "Upregulated"
"Gm13461" 0.0312859990025462 "Downregulated"
"Gm26982" 0.0313026652601331 "Upregulated"
"Prkar1b" 0.0313676908392891 "Upregulated"
"Gm14379" 0.0313750011190469 "Downregulated"
"Riox2" 0.0314066648880584 "Downregulated"
"C4a" 0.0314411441495442 "Upregulated"
"Prkg1" 0.0314411441495442 "Upregulated"
"1810024B03Rik" 0.0314474878281598 "Upregulated"
"S100a1" 0.0314474878281598 "Upregulated"
"Gm57104" 0.0314474878281598 "Upregulated"
"Gm62931" 0.0314804210848156 "Downregulated"
"NA.23" NA NA
"Igkv1-133" 0.0317801458728029 "Upregulated"
"Ighv13-2" 0.0318085696484205 "Upregulated"
"Gm60474" 0.0318124243464142 "Upregulated"
"Igkj5" 0.0318162066592072 "Upregulated"
"Gm12168" 0.0318479988653381 "Upregulated"
"Gm56902" 0.0318839750729868 "Upregulated"
"Gm73914" 0.0318894805904591 "Upregulated"
"Gm43511" 0.0318950289673864 "Downregulated"
"Shisa8" 0.0319900318147111 "Upregulated"
"Gm70435" 0.0320044858232585 "Upregulated"
"Egfl7" 0.0320092485762796 "Upregulated"
"H2-Eb2" 0.0320092485762796 "Upregulated"
"Ap2m1" 0.032069819510902 "Upregulated"
"6530402F18Rik" 0.032120566094249 "Downregulated"
"Trpm6" 0.032120566094249 "Upregulated"
"Naip1" 0.032252154980735 "Upregulated"
"Gm11520" 0.0322699771997613 "Upregulated"
"Shisa7" 0.0323141837969878 "Upregulated"
"Gm59039" 0.0323209070331398 "Upregulated"
"Gm15163" 0.0324350202481601 "Downregulated"
"Gm68507" 0.0326263936771532 "Downregulated"
"P4ha1" 0.0326929164180971 "Downregulated"
"Gm56745" 0.0327463314037751 "Upregulated"
"Gm70772" 0.0327547452322727 "Upregulated"
"Nlgn3" 0.0329092606388468 "Upregulated"
"Gm11769" 0.0329454055550747 "Upregulated"
"Gm41031" 0.0329644851703396 "Upregulated"
"Ube2v1" 0.0329965336973212 "Upregulated"
"Igkv2-109" 0.0329965336973212 "Upregulated"
"1110003F10Rik" 0.033102616171665 "Upregulated"
"Gm67962" 0.033102616171665 "Downregulated"
"Atg2a" 0.0331994979070123 "Upregulated"
"Tecpr1" 0.0332954199204727 "Upregulated"
"Gm60266" 0.0332954199204727 "Upregulated"
"Cdc25c" 0.0333967963488435 "Downregulated"
"Ly6g5b" 0.0334439853516332 "Upregulated"
"Rab15" 0.0334580563379729 "Upregulated"
"1700063J08Rik" 0.0336504903734051 "Upregulated"
"Diablo" 0.033703854337966 "Upregulated"
"Gm66905" 0.0337690190293828 "Upregulated"
"Gm63958" 0.0337855808309092 "Upregulated"
"Ntn4" 0.0340725285733076 "Upregulated"
"Ighv7-3" 0.0341387031936934 "Upregulated"
"Ighv1-18" 0.034346779837811 "Upregulated"
"Faap24" 0.0344088209491376 "Downregulated"
"Ints2" 0.0344762235845895 "Downregulated"
"Apol9b" 0.0345043231594383 "Downregulated"
"Ift25" 0.0347614421350391 "Downregulated"
"Pin4-ps" 0.0348002449799771 "Downregulated"
"Serpina1b" 0.0348002449799771 "Upregulated"
"Gm62557" 0.0348002449799771 "Upregulated"
"Calr3" 0.0348439698747581 "Downregulated"
"Gm71469" 0.0348696449769245 "Downregulated"
"Gm10179" 0.0348975226908751 "Downregulated"
"Gm71655" 0.0349309580470133 "Upregulated"
"Clec4b1" 0.0351812298680143 "Downregulated"
"Gm37795" 0.0353095953734566 "Downregulated"
"Procr" 0.0353931833403385 "Downregulated"
"Igkv4-91" 0.0354796411763454 "Upregulated"
"Tulp1" 0.0355408103697405 "Upregulated"
"Chek2" 0.0359068294565559 "Downregulated"
"Plk2" 0.035956295433953 "Downregulated"
"Gm56862" 0.0360495098372738 "Downregulated"
"Sult4a1" 0.0361020160302531 "Upregulated"
"Gm35028" 0.0361632704074883 "Downregulated"
"Gm57464" 0.0362805841366169 "Upregulated"
"Coa4" 0.0364489409206782 "Downregulated"
"Gm49066" 0.0366878182678525 "Upregulated"
"NA.24" NA NA
"Gm45694" 0.0367969702184411 "Upregulated"
"Gramd2a" 0.0368139893098034 "Upregulated"
"Gm14091" 0.0368764844113695 "Upregulated"
"Gm52482" 0.0369265909804031 "Upregulated"
"Gm42979" 0.0369829432293095 "Downregulated"
"Gm8228" 0.0370594823396934 "Upregulated"
"Ighv1-80" 0.0370981365451192 "Upregulated"
"Rad51c" 0.0371202554717683 "Downregulated"
"Serpinb6a" 0.0371339303124097 "Upregulated"
"Gm6477" 0.0371707410260346 "Downregulated"
"Gm56588" 0.0371943707824902 "Downregulated"
"Gm57471" 0.0372445419229771 "Upregulated"
"Cd209b" 0.0372445419229771 "Upregulated"
"Ppef2" 0.0373167377466149 "Downregulated"
"Gm8991" 0.0373798459762179 "Downregulated"
"Fzd3" 0.0373857435300691 "Upregulated"
"Tomm40l" 0.0374095825968768 "Downregulated"
"Gm74281" 0.0374379106511634 "Downregulated"
"Gm31869" 0.0375803550548767 "Upregulated"
"Iglc3" 0.0376444660249885 "Upregulated"
"Gm4949" 0.0376790962463506 "Upregulated"
"Gm6313" 0.0377424372947244 "Upregulated"
"Gm22154" 0.0378769243441533 "Upregulated"
"Gm39530" 0.0379495581606202 "Downregulated"
"Josd2" 0.0379495581606202 "Downregulated"
"Gm15816" 0.0379495581606202 "Upregulated"
"Gm41291" 0.0379495581606202 "Downregulated"
"Gm13375" 0.0379630787465205 "Upregulated"
"Sh3d19" 0.0379630787465205 "Upregulated"
"Gsta3" 0.0379650717635334 "Upregulated"
"Gm20632" 0.0380258626794138 "Upregulated"
"Bpifc" 0.0380355493084074 "Upregulated"
"Vcam1" 0.0380993956625323 "Downregulated"
"Pard6g" 0.0382420127267923 "Upregulated"
"H2ac19" 0.0382578361086188 "Upregulated"
"Gm26947" 0.0382803833483833 "Downregulated"
"Serpina3b" 0.0382803833483833 "Upregulated"
"Proc" 0.0382803833483833 "Upregulated"
"Syngr3" 0.0383750460550292 "Upregulated"
"Gm65971" 0.0384476211709087 "Upregulated"
"Gm4221" 0.0384540634535657 "Upregulated"
"Ugt1a1" 0.038618564901658 "Upregulated"
"Hsd17b2" 0.0386956462927272 "Upregulated"
"Tmem134" 0.0387021636878937 "Upregulated"
"Rpl39l" 0.038839138025141 "Upregulated"
"Gm32511" 0.0388583552268903 "Upregulated"
"Gm46828" 0.0388724130320313 "Upregulated"
"Mrpl27-ps" 0.0388724130320313 "Upregulated"
"Gm60631" 0.0390231686305521 "Upregulated"
"1110032F04Rik" 0.0390328983158293 "Upregulated"
"Hmcn2" 0.039174346733441 "Downregulated"
"4930412C18Rik" 0.0393671146052242 "Upregulated"
"Gm32585" 0.0395314413766128 "Upregulated"
